<doc id="97.1.1">													
<text id="97.1.1">													
<s id="1">													
&gt	1	1	&gt;Äpfel und Birnen?	1	&gen	VERB	VVFIN	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	0	root		SpaceAfter=No	pid:1.97.1.1.
;Äpfel	1	1	&gt;Äpfel und Birnen?	2	;Äpfel	NOUN	NE	Case=Nom|Gender=Masc|Number=Sing	1	nsubj			pid:1.97.1.1.
und	1	1	&gt;Äpfel und Birnen?	3	und	CCONJ	NE	Case=Nom|Gender=Masc|Number=Sing	4	cc			pid:1.97.1.1.
Birnen	1	1	&gt;Äpfel und Birnen?	4	Birne	NOUN	NN	Case=Nom|Gender=Fem|Number=Plur	2	conj		SpaceAfter=No	pid:1.97.1.1.
?	1	1	&gt;Äpfel und Birnen?	5	?	PUNCT	$.		1	punct		SpacesAfter=\n	pid:1.97.1.1.
</s>													
<s id="2">													
Wenn	1	2	Wenn ich die Gesellschaft anspreche, spreche ich nicht nur Täter an - oder siehst du dich etwa als solcher?	1	wenn	SCONJ	KOUS		5	mark			pid:2.97.1.1.
ich	1	2	Wenn ich die Gesellschaft anspreche, spreche ich nicht nur Täter an - oder siehst du dich etwa als solcher?	2	ich	PRON	PPER	Case=Nom|Number=Sing|Person=1|PronType=Prs	5	nsubj			pid:2.97.1.1.
die	1	2	Wenn ich die Gesellschaft anspreche, spreche ich nicht nur Täter an - oder siehst du dich etwa als solcher?	3	der	DET	ART	Case=Acc|Definite=Def|Gender=Fem|Number=Sing|PronType=Art	4	det			pid:2.97.1.1.
Gesellschaft	1	2	Wenn ich die Gesellschaft anspreche, spreche ich nicht nur Täter an - oder siehst du dich etwa als solcher?	4	Gesellschaft	NOUN	NN	Case=Acc|Gender=Fem|Number=Sing	5	obj			pid:2.97.1.1.
anspreche	1	2	Wenn ich die Gesellschaft anspreche, spreche ich nicht nur Täter an - oder siehst du dich etwa als solcher?	5	ansprechen	VERB	VVFIN	Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	7	advcl		SpaceAfter=No	pid:2.97.1.1.
,	1	2	Wenn ich die Gesellschaft anspreche, spreche ich nicht nur Täter an - oder siehst du dich etwa als solcher?	6	,	PUNCT	$,		5	punct			pid:2.97.1.1.
spreche	1	2	Wenn ich die Gesellschaft anspreche, spreche ich nicht nur Täter an - oder siehst du dich etwa als solcher?	7	sprechen	VERB	VVFIN	Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	0	root			pid:2.97.1.1.
ich	1	2	Wenn ich die Gesellschaft anspreche, spreche ich nicht nur Täter an - oder siehst du dich etwa als solcher?	8	ich	PRON	PPER	Case=Nom|Number=Sing|Person=1|PronType=Prs	7	nsubj			pid:2.97.1.1.
nicht	1	2	Wenn ich die Gesellschaft anspreche, spreche ich nicht nur Täter an - oder siehst du dich etwa als solcher?	9	nicht	PART	CARD	NumType=Card	7	advmod			pid:2.97.1.1.
nur	1	2	Wenn ich die Gesellschaft anspreche, spreche ich nicht nur Täter an - oder siehst du dich etwa als solcher?	10	nur	ADV	CARD	NumType=Card	11	advmod			pid:2.97.1.1.
Täter	1	2	Wenn ich die Gesellschaft anspreche, spreche ich nicht nur Täter an - oder siehst du dich etwa als solcher?	11	Täter	NOUN	NN	Case=Nom|Gender=Masc|Number=Plur	7	obj			pid:2.97.1.1.
