<doc id="107.1.1">													
<text id="107.1.1">													
<s id="1">													
&gt	1	1	&gt;	1	&gen	VERB	VVPP	VerbForm=Part	0	root		SpaceAfter=No	pid:1.107.1.1.
;	1	1	&gt;	2	;	PUNCT	$.		1	punct			pid:1.107.1.1.
</s>													
<s id="2">													
Das	1	2	Das hat ja vor allem soziale Ursachen	1	der	PRON	PDS	Case=Nom|Gender=Neut|Number=Sing|PronType=Dem	2	nsubj			pid:2.107.1.1.
hat	1	2	Das hat ja vor allem soziale Ursachen	2	haben	AUX	VAFIN	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	0	root			pid:2.107.1.1.
ja	1	2	Das hat ja vor allem soziale Ursachen	3	ja	ADV	ADV		5	advmod			pid:2.107.1.1.
vor	1	2	Das hat ja vor allem soziale Ursachen	4	vor	ADP	NN	Case=Nom|Gender=Neut|Number=Plur	5	case			pid:2.107.1.1.
allem	1	2	Das hat ja vor allem soziale Ursachen	5	alle	PRON	PIS	Case=Dat|Definite=Ind|Gender=Neut|Number=Sing|PronType=Ind	7	nmod			pid:2.107.1.1.
soziale	1	2	Das hat ja vor allem soziale Ursachen	6	sozial	ADJ	NN	Case=Nom|Gender=Neut|Number=Sing	7	amod			pid:2.107.1.1.
Ursachen	1	2	Das hat ja vor allem soziale Ursachen	7	Ursache	NOUN	NN	Case=Acc|Gender=Fem|Number=Plur	2	obj		SpacesAfter=\n\n	pid:2.107.1.1.
</s>													
<s id="3">													
Ist	2	3	Ist das so?	1	sein	VERB	VVFIN	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	0	root			pid:3.107.1.1.
das	2	3	Ist das so?	2	der	DET	ART	Case=Nom|Definite=Def|Gender=Neut|Number=Sing|PronType=Art	3	det			pid:3.107.1.1.
so	2	3	Ist das so?	3	so	ADV	NE	Case=Nom|Gender=Neut|Number=Plur	1	advmod		SpaceAfter=No	pid:3.107.1.1.
?	2	3	Ist das so?	4	?	PUNCT	$.		1	punct			pid:3.107.1.1.
</s>													
<s id="4">													
Ich	2	4	Ich meine damit nicht, dass es *nicht* stimmt, aber du schreibst das so überzeugt;	1	ich	PRON	PPER	Case=Nom|Number=Sing|Person=1|PronType=Prs	10	nsubj			pid:4.107.1.1.
meine	2	4	Ich meine damit nicht, dass es *nicht* stimmt, aber du schreibst das so überzeugt;	2	mein	PRON	PPOSAT	Case=Nom|Gender=Masc|Number=Plur|Poss=Yes	10	obj			pid:4.107.1.1.
damit	2	4	Ich meine damit nicht, dass es *nicht* stimmt, aber du schreibst das so überzeugt;	3	damit	ADV	PAV		10	advmod			pid:4.107.1.1.
nicht	2	4	Ich meine damit nicht, dass es *nicht* stimmt, aber du schreibst das so überzeugt;	4	nicht	PART	CARD	NumType=Card	10	advmod		SpaceAfter=No	pid:4.107.1.1.
,	2	4	Ich meine damit nicht, dass es *nicht* stimmt, aber du schreibst das so überzeugt;	5	,	PUNCT	$,		10	punct			pid:4.107.1.1.
dass	2	4	Ich meine damit nicht, dass es *nicht* stimmt, aber du schreibst das so überzeugt;	6	dass	SCONJ	KOUS		10	mark			pid:4.107.1.1.
es	2	4	Ich meine damit nicht, dass es *nicht* stimmt, aber du schreibst das so überzeugt;	7	es	PRON	PPER	Case=Nom|Gender=Neut|Number=Sing|Person=3|PronType=Prs	10	nsubj			pid:4.107.1.1.
