<doc id="31.1.1">													
<text id="31.1.1">													
<s id="1">													
Ein	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	1	ein	DET	ART	Case=Nom|Definite=Ind|Gender=Masc|Number=Sing|PronType=Art	2	det			pid:1.31.1.1.
rasanter	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	2	rasanter	NOUN	ADJA	Case=Nom|Gender=Masc|Number=Sing	3	nsubj			pid:1.31.1.1.
anstieg	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	3	ansteigen	VERB	NN	Case=Nom|Gender=Masc|Number=Sing	0	root			pid:1.31.1.1.
in	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	4	in	ADP	APPR		6	case			pid:1.31.1.1.
der	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	5	der	DET	ART	Case=Dat|Definite=Def|Gender=Fem|Number=Sing|PronType=Art	6	det			pid:1.31.1.1.
bevölkerung	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	6	bevölkerung	NOUN	NN	Case=Dat|Gender=Fem|Number=Sing	3	obl			pid:1.31.1.1.
an	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	7	an	ADP	APPR		8	case			pid:1.31.1.1.
männern	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	8	männer	NOUN	NN	Case=Dat|Gender=Masc|Number=Plur	6	nmod			pid:1.31.1.1.
aus	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	9	aus	ADP	APPR		11	case			pid:1.31.1.1.
externen	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	10	extern	ADJ	ADJA	Case=Dat|Gender=Fem|Number=Plur	11	amod			pid:1.31.1.1.
quellen	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	11	quellen	NOUN	NN	Case=Dat|Gender=Fem|Number=Plur	3	obl		SpaceAfter=No	pid:1.31.1.1.
,	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	12	,	PUNCT	$,		15	punct			pid:1.31.1.1.
die	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	13	der	PRON	PRELS	Case=Nom|Number=Plur|PronType=Rel	15	nsubj			pid:1.31.1.1.
nie	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	14	nie	ADV	ADV		15	advmod			pid:1.31.1.1.
gelernt	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	15	lernen	VERB	VVPP	VerbForm=Part	11	acl			pid:1.31.1.1.
haben	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	16	haben	AUX	VAFIN	Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin	15	aux		SpaceAfter=No	pid:1.31.1.1.
,	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	17	,	PUNCT	$,		23	punct			pid:1.31.1.1.
das	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	18	der	DET	ART	Case=Nom|Definite=Def|Gender=Neut|Number=Sing|PronType=Art	19	det			pid:1.31.1.1.
Frauen	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	19	Frau	NOUN	NN	Case=Nom|Gender=Neut|Number=Sing	23	nsubj			pid:1.31.1.1.
auch	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	20	auch	ADV	ADV		23	advmod			pid:1.31.1.1.
einen	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	21	ein	DET	ART	Case=Acc|Definite=Ind|Gender=Masc|Number=Sing|PronType=Art	22	det			pid:1.31.1.1.
Wert	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	22	Wert	NOUN	NN	Case=Acc|Gender=Masc|Number=Sing	23	obj			pid:1.31.1.1.
haben	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	23	haben	VERB	VAFIN	Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin	15	conj			pid:1.31.1.1.
und	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	24	und	CCONJ	NN	Case=Acc|Gender=Neut|Number=Plur	25	cc			pid:1.31.1.1.
stattdessen	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	25	stattdessen	VERB	ADJA	Case=Dat|Gender=Neut|Number=Sing	23	conj			pid:1.31.1.1.
es	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	26	es	PRON	PPER	Case=Acc|Gender=Neut|Number=Sing|Person=3|PronType=Prs	25	obj			pid:1.31.1.1.
gewöhnt	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	27	wöhnen	VERB	VVPP	VerbForm=Part	25	acl			pid:1.31.1.1.
sind	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	28	sein	AUX	ADJD		27	aux:pass		SpaceAfter=No	pid:1.31.1.1.
,	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	29	,	PUNCT	$,		34	punct			pid:1.31.1.1.
diese	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	30	dies	PRON	PDAT	Case=Nom|Gender=Neut|Number=Plur|PronType=Dem	34	nsubj			pid:1.31.1.1.
wie	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	31	wie	ADP	NE	Case=Nom|Gender=Neut|Number=Sing	32	case			pid:1.31.1.1.
Sklaven	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	32	Sklave	NOUN	NE	Foreign=Yes	34	obl			pid:1.31.1.1.
zu	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	33	zu	PART	PIS	Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|PronType=Ind	34	mark			pid:1.31.1.1.
behandeln	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	34	behandeln	VERB	VVINF	VerbForm=Inf	27	xcomp		SpaceAfter=No	pid:1.31.1.1.
?	1	1	Ein rasanter anstieg in der bevölkerung an männern aus externen quellen, die nie gelernt haben, das Frauen auch einen Wert haben und stattdessen es gewöhnt sind, diese wie Sklaven zu behandeln?	35	?	PUNCT	$.		3	punct		SpacesAfter=\n	pid:1.31.1.1.
</s>													
</text>													
</doc>													
