<doc id="25.1.1">													
<text id="25.1.1">													
<s id="1">													
Tut	1	1	Tut mir Leid zu hören.	1	tun	VERB	NN	Case=Nom|Gender=Neut|Number=Sing	0	root			pid:1.25.1.1.
mir	1	1	Tut mir Leid zu hören.	2	ich	PRON	PPER	Case=Dat|Number=Sing|Person=1|PronType=Prs	1	iobj			pid:1.25.1.1.
Leid	1	1	Tut mir Leid zu hören.	3	Leid	NOUN	NN	Case=Nom|Gender=Neut|Number=Sing	1	nsubj			pid:1.25.1.1.
zu	1	1	Tut mir Leid zu hören.	4	zu	PART	PIS	Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|PronType=Ind	5	mark			pid:1.25.1.1.
hören	1	1	Tut mir Leid zu hören.	5	hören	VERB	VVINF	VerbForm=Inf	1	xcomp		SpaceAfter=No	pid:1.25.1.1.
.	1	1	Tut mir Leid zu hören.	6	.	PUNCT	$.		1	punct			pid:1.25.1.1.
</s>													
<s id="2">													
Hoffentlich	1	2	Hoffentlich geht's dir besser and gut heutzutage.	1	Hoffentlich	ADJ	ADJD		3	advmod			pid:2.25.1.1.
geht's	1	2	Hoffentlich geht's dir besser and gut heutzutage.	2	geht's	ADV	PPER	Foreign=Yes	1	advmod			pid:2.25.1.1.
dir	1	2	Hoffentlich geht's dir besser and gut heutzutage.	3	du	PRON	PPER	Case=Dat|Number=Sing|Person=2|PronType=Prs	0	root			pid:2.25.1.1.
besser	1	2	Hoffentlich geht's dir besser and gut heutzutage.	4	gut	ADJ	ADJD		3	amod			pid:2.25.1.1.
and	1	2	Hoffentlich geht's dir besser and gut heutzutage.	5	and	CCONJ	FM	Foreign=Yes	6	cc			pid:2.25.1.1.
gut	1	2	Hoffentlich geht's dir besser and gut heutzutage.	6	gut	ADJ	ADJD		4	conj			pid:2.25.1.1.
heutzutage	1	2	Hoffentlich geht's dir besser and gut heutzutage.	7	heutzutage	ADV	ADV		4	advmod		SpaceAfter=No	pid:2.25.1.1.
.	1	2	Hoffentlich geht's dir besser and gut heutzutage.	8	.	PUNCT	$.		3	punct		SpacesAfter=\n	pid:2.25.1.1.
</s>													
</text>													
</doc>													
