0,0,Header,1,2,480
1,0, Start_track,,NA,NA
1,0, Title_t, Fibonacci,NA,NA
1,0, Text_t, s 0,1,1,2,3 l 256 n 35 p 0 o 1 i 2,2,1,2,2,2,1,NA,NA
1,0, Copyright_t, c3a094cb-92a8-4527-9920-4d69465817c1,NA,NA
1,0, Time_signature, 4,2,24
8,NA,,,NA,NA
1,0, Tempo, 500000,NA,NA
1,0, End_track,,NA,NA
2,0, Start_track,,NA,NA
2,0, Instrument_name_t, Acoustic Grand Piano,NA,NA
2,0, Program_c, 1,1,NA
2,0, Note_on_c, 1,25,81
2,192, Note_on_c, 1,25,0
2,192, Note_on_c, 1,48,81
2,384, Note_on_c, 1,48,0
2,384, Note_on_c, 1,77,81
2,576, Note_on_c, 1,77,0
2,576, Note_on_c, 1,108,81
2,768, Note_on_c, 1,108,0
2,768, Note_on_c, 1,2,81
2,960, Note_on_c, 1,2,0
2,960, Note_on_c, 1,76,81
2,1152, Note_on_c, 1,76,0
2,1152, Note_on_c, 1,94,81
2,1344, Note_on_c, 1,94,0
2,1344, Note_on_c, 1,95,81
2,1536, Note_on_c, 1,95,0
2,1536, Note_on_c, 1,8,81
2,1728, Note_on_c, 1,8,0
2,1728, Note_on_c, 1,26,81
2,1920, Note_on_c, 1,26,0
2,1920, Note_on_c, 1,50,81
2,2112, Note_on_c, 1,50,0
2,2112, Note_on_c, 1,55,81
2,2304, Note_on_c, 1,55,0
2,2304, Note_on_c, 1,77,81
2,2496, Note_on_c, 1,77,0
2,2496, Note_on_c, 1,82,81
2,2688, Note_on_c, 1,82,0
2,2688, Note_on_c, 1,108,81
2,2880, Note_on_c, 1,108,0
2,2880, Note_on_c, 1,20,81
2,3072, Note_on_c, 1,20,0
2,3072, Note_on_c, 1,22,81
2,3264, Note_on_c, 1,22,0
2,3264, Note_on_c, 1,28,81
2,3456, Note_on_c, 1,28,0
2,3456, Note_on_c, 1,31,81
2,3648, Note_on_c, 1,31,0
2,3648, Note_on_c, 1,32,81
2,3840, Note_on_c, 1,32,0
2,3840, Note_on_c, 1,68,81
2,4032, Note_on_c, 1,68,0
2,4032, Note_on_c, 1,71,81
2,4224, Note_on_c, 1,71,0
2,4224, Note_on_c, 1,88,81
2,4416, Note_on_c, 1,88,0
2,4416, Note_on_c, 1,9,81
2,4608, Note_on_c, 1,9,0
2,4608, Note_on_c, 1,25,81
2,4800, Note_on_c, 1,25,0
2,4800, Note_on_c, 1,35,81
2,4992, Note_on_c, 1,35,0
2,4992, Note_on_c, 1,38,81
2,5184, Note_on_c, 1,38,0
2,5184, Note_on_c, 1,84,81
2,5376, Note_on_c, 1,84,0
2,5376, Note_on_c, 1,97,81
2,5568, Note_on_c, 1,97,0
2,5568, Note_on_c, 1,100,81
2,5760, Note_on_c, 1,100,0
2,5760, Note_on_c, 1,103,81
2,5952, Note_on_c, 1,103,0
2,5952, Note_on_c, 1,38,81
2,6144, Note_on_c, 1,38,0
2,6144, Note_on_c, 1,40,81
2,6336, Note_on_c, 1,40,0
2,6336, Note_on_c, 1,52,81
2,6528, Note_on_c, 1,52,0
2,6528, Note_on_c, 1,65,81
2,6720, Note_on_c, 1,65,0
2,6720, Note_on_c, 1,67,81
2,6912, Note_on_c, 1,67,0
2,6912, Note_on_c, 1,75,81
2,7104, Note_on_c, 1,75,0
2,7104, Note_on_c, 1,110,81
2,7296, Note_on_c, 1,110,0
2,7296, Note_on_c, 1,45,81
2,7488, Note_on_c, 1,45,0
2,7488, Note_on_c, 1,47,81
2,7680, Note_on_c, 1,47,0
2,7680, Note_on_c, 1,68,81
2,7872, Note_on_c, 1,68,0
2,7872, Note_on_c, 1,80,81
2,8064, Note_on_c, 1,80,0
2,8064, Note_on_c, 1,82,81
2,8256, Note_on_c, 1,82,0
2,8256, Note_on_c, 1,105,81
2,8448, Note_on_c, 1,105,0
2,8448, Note_on_c, 1,112,81
2,8640, Note_on_c, 1,112,0
2,8640, Note_on_c, 1,7,81
2,8832, Note_on_c, 1,7,0
2,8832, Note_on_c, 1,22,81
2,9024, Note_on_c, 1,22,0
2,9024, Note_on_c, 1,45,81
